MFN,Code,TITRE/DOSSIER,CONTENU,ANA. DIPLOM.,DATE EXTREME,ANNEE,PASSAGE GED,SORT FINAL,OBSERVATIONS
02289,0678/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS NLANCS DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, PRODUIT PETROLIER, SERVICE MOUVEMENT, DEPOT BINGO","(BORDEREAU, BON)",29-31 DECEMBRE 2020,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LA COMPTA STOCK
02290,0679/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BORDEREAU, BON)",DECADE I II III DE JANVIER,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02291,0680/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BORDEREAU, BON)",DECADE I II III DE FEVRIER,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02292,0681/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BORDEREAU, BON)",DECADE I II III DE MARS,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02293,0682/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BORDEREAU, BON)",DECADE I II III DE AVRIL,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02294,0683/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BORDEREAU, BON)",DECADE I II III DE MAI,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02295,0684/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BORDEREAU, BON)",DECADE I II III DE JUIN,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02296,0685/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BORDEREAU, BON)",DECADE I II III DE JUILLET,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02297,0686/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BORDEREAU, BON)",DECADE I II III DE AOUT,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02298,0687/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BORDEREAU, BON)",DECADE I II III DE SEPTEMBRE,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02299,0688/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BORDEREAU, BON)",DECADE I II III DE OCTOBRE,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02300,0689/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BORDEREAU, BON)",DECADE I II III DE NOVEMBRE,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02301,0690/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BORDEREAU, BON)",DECADE I II III DE DECEMBRE,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02302,0691/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BON D'ENLEVEMENT, BON DE LIVRAISON)",DECADE I II III DE JANVIER,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02303,0692/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BON D'ENLEVEMENT, BON DE LIVRAISON)",DECADE I II III DE FEVRIER,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02304,0693/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BON D'ENLEVEMENT, BON DE LIVRAISON)",DECADE I II III DE MARS,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02305,0693/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BON D'ENLEVEMENT, BON DE LIVRAISON)",DECADE I II III DE MARS,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02306,0694/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BON D'ENLEVEMENT, BON DE LIVRAISON)",DECADE I II III DE AVRIL,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02307,0695/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BON D'ENLEVEMENT, BON DE LIVRAISON)",DECADE I II III DE MAI,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02308,0696/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BON D'ENLEVEMENT, BON DE LIVRAISON)",DECADE I II III DE JUIN,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02309,0697/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BON D'ENLEVEMENT, BON DE LIVRAISON)",DECADE I II III DE JUILLET,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02310,0698/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BON D'ENLEVEMENT, BON DE LIVRAISON)",DECADE I II III DE AOUT,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02311,0699/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BON D'ENLEVEMENT, BON DE LIVRAISON)",DECADE I II III DE SEPTEMBRE,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02312,0700/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BON D'ENLEVEMENT, BON DE LIVRAISON)",DECADE I II III DE OCTOBRE,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02313,0701/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BON D'ENLEVEMENT, BON DE LIVRAISON)",DECADE I II III DE NOVEMBRE,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02314,0702/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BON D'ENLEVEMENT, BON DE LIVRAISON)",DECADE I II III DE DECEMBRE,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02315,0703/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BON D'ENLEVEMENT, BON DE LIVRAISON)",DECADE I II III DE JANVIER,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02316,0704/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BON D'ENLEVEMENT, BON DE LIVRAISON)",DECADE I II III DE FEVRIER,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02317,0705/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BON D'ENLEVEMENT, BON DE LIVRAISON)",DECADE I II III DE MARS,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02318,0706/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BON D'ENLEVEMENT, BON DE LIVRAISON)",DECADE I II III DE AVRIL,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02319,0707/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BON D'ENLEVEMENT, BON DE LIVRAISON)",DECADE I II III DE MAI,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02320,0708/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BON D'ENLEVEMENT, BON DE LIVRAISON)",DECADE I II III DE JUIN,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02321,0709/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BON D'ENLEVEMENT, BON DE LIVRAISON)",DECADE I II III DE JUILLET,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02322,0710/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BON D'ENLEVEMENT, BON DE LIVRAISON)",DECADE I II III DE AOUT,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02323,0711/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BON D'ENLEVEMENT, BON DE LIVRAISON)",DECADE I II III DE SEPTEMBRE,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02324,0712/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BON D'ENLEVEMENT, BON DE LIVRAISON)",DECADE I II III DE OCTOBRE,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02325,0713/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BON D'ENLEVEMENT, BON DE LIVRAISON)",DECADE I II III DE NOVEMBRE,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02326,0714/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BON D'ENLEVEMENT, BON DE LIVRAISON)",DECADE I II III DE DECEMBRE,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02327,0715/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BON D'ENLEVEMENT, BON DE LIVRAISON)",DECADE I II III DE JANVIER,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02328,0716/STO,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)",28 JANVIER  2013,2013,OUI,DESTRUCTION,
00243,0236/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)",29 JANVIER  2013,2013,OUI,DESTRUCTION,
00244,0237/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)",30 JANVIER  2013,2013,OUI,DESTRUCTION,
00245,0238/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)",31 JANVIER  2013,2013,OUI,DESTRUCTION,
00246,0239/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)",,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02329,0717/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BON D'ENLEVEMENT, BON DE LIVRAISON)",DECADE I II III DE MARS,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02330,0718/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BON D'ENLEVEMENT, BON DE LIVRAISON)",DECADE I II III DE MAI,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02331,0719/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BON D'ENLEVEMENT, BON DE LIVRAISON)",DECADE I II III DE JUIN,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02332,0720/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BON D'ENLEVEMENT, BON DE LIVRAISON)",DECADE I II III DE JUILLET,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02333,0721/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BON D'ENLEVEMENT, BON DE LIVRAISON)",DECADE I II III DE AOUT,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02334,0722/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BON D'ENLEVEMENT, BON DE LIVRAISON)",DECADE I II III DE SEPTEMBRE,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02335,0723/STO,STOCKAGE DES PRODUITS PETROLIERS: RECEPTION DES PRODUITS GAZ BUTANE DU DEPOT DE BINGO,"STOCKAGE, RECEPTION, GAZ BUTANE, PRODUIT PETROLIER, SERVICE GAZ, DEPOT BINGO","(BON D'ENLEVEMENT, BON DE LIVRAISON)",DECADE I II III DE OCTOBRE,,NON,CONSERVATION,DOCUMENTS TRANSFERES PAR LE GAZ
02336,0724/STO,STOCKAGE DES PRODUITS PETROLIERS : FICHE DE RECEPTION DES P.P PAR JOUR DU DEPOT DE BINGO,"RECEPTION, PRODUITS PETROLIERS, PRODUIT LIQUIDE, COMPTA-STCOK, DEPOT BINGO","(FICHE DE RECEPTION, BON)",DU 02 AU 09 JANVIER 2021,,OUI,CONSERVATION,"FICHE DE RECEPTION DES PRODUITS BLANC RO1, RO2... DU COMPTA STOCK"
02337,0725/STO,STOCKAGE DES PRODUITS PETROLIERS : FICHE DE RECEPTION DES P.P PAR JOUR DU DEPOT DE BINGO,"RECEPTION, PRODUITS PETROLIERS, PRODUIT LIQUIDE, COMPTA-STCOK, DEPOT BINGO","(FICHE DE RECEPTION, BON)",DU 26 AU 31 JANVIER 2021,,OUI,CONSERVATION,"FICHE DE RECEPTION DES PRODUITS BLANC RO1, RO2... DU COMPTA STOCK"
02338,0726/STO,STOCKAGE DES PRODUITS PETROLIERS : FICHE DE RECEPTION DES P.P PAR JOUR DU DEPOT DE BINGO,"RECEPTION, PRODUITS PETROLIERS, PRODUIT LIQUIDE, COMPTA-STCOK, DEPOT BINGO","(FICHE DE RECEPTION, BON)",DU 01 AU 05 FEVRIER 2021,,OUI,CONSERVATION,"FICHE DE RECEPTION DES PRODUITS BLANC RO1, RO2... DU COMPTA STOCK"
02339,0727/STO,STOCKAGE DES PRODUITS PETROLIERS : FICHE DE RECEPTION DES P.P PAR JOUR DU DEPOT DE BINGO,"RECEPTION, PRODUITS PETROLIERS, PRODUIT LIQUIDE, COMPTA-STCOK, DEPOT BINGO","(FICHE DE RECEPTION, BON)",DU 06 AU 11 FEVRIER 2021,,OUI,CONSERVATION,"FICHE DE RECEPTION DES PRODUITS BLANC RO1, RO2... DU COMPTA STOCK"
02340,0728/STO,STOCKAGE DES PRODUITS PETROLIERS : FICHE DE RECEPTION DES P.P PAR JOUR DU DEPOT DE BINGO,"RECEPTION, PRODUITS PETROLIERS, PRODUIT LIQUIDE, COMPTA-STCOK, DEPOT BINGO","(FICHE DE RECEPTION, BON)",DU 12 AU 17 FEVRIER 2021,,OUI,CONSERVATION,"FICHE DE RECEPTION DES PRODUITS BLANC RO1, RO2... DU COMPTA STOCK"
02341,0729/STO,STOCKAGE DES PRODUITS PETROLIERS : FICHE DE RECEPTION DES P.P PAR JOUR DU DEPOT DE BINGO,"RECEPTION, PRODUITS PETROLIERS, PRODUIT LIQUIDE, COMPTA-STCOK, DEPOT BINGO","(FICHE DE RECEPTION, BON)",DU 18 AU 22 FEVRIER 2021,,OUI,CONSERVATION,"FICHE DE RECEPTION DES PRODUITS BLANC RO1, RO2... DU COMPTA STOCK"
02342,0730/STO,STOCKAGE DES PRODUITS PETROLIERS : FICHE DE RECEPTION DES P.P PAR JOUR DU DEPOT DE BINGO,"RECEPTION, PRODUITS PETROLIERS, PRODUIT LIQUIDE, COMPTA-STCOK, DEPOT BINGO","(FICHE DE RECEPTION, BON)",DU 23 AU 28 FEVRIER 2021,,OUI,CONSERVATION,"FICHE DE RECEPTION DES PRODUITS BLANC RO1, RO2... DU COMPTA STOCK"
02343,0731/STO,STOCKAGE DES PRODUITS PETROLIERS : FICHE DE RECEPTION DES P.P PAR JOUR DU DEPOT DE BINGO,"RECEPTION, PRODUITS PETROLIERS, PRODUIT LIQUIDE, COMPTA-STCOK, DEPOT BINGO","(FICHE DE RECEPTION, BON)",DU 01 AU 05 MARS 2021,,OUI,CONSERVATION,"FICHE DE RECEPTION DES PRODUITS BLANC RO1, RO2... DU COMPTA STOCK"
02344,0732/STO,STOCKAGE DES PRODUITS PETROLIERS : FICHE DE RECEPTION DES P.P PAR JOUR DU DEPOT DE BINGO,"RECEPTION, PRODUITS PETROLIERS, PRODUIT LIQUIDE, COMPTA-STCOK, DEPOT BINGO","(FICHE DE RECEPTION, BON)",DU 06 AU 11 MARS 2021,,OUI,CONSERVATION,"FICHE DE RECEPTION DES PRODUITS BLANC RO1, RO2... DU COMPTA STOCK"
02345,0733/STO,STOCKAGE DES PRODUITS PETROLIERS : FICHE DE RECEPTION DES P.P PAR JOUR DU DEPOT DE BINGO,"RECEPTION, PRODUITS PETROLIERS, PRODUIT LIQUIDE, COMPTA-STCOK, DEPOT BINGO","(FICHE DE RECEPTION, BON)",DU 12 AU 16 MARS 2021,,OUI,CONSERVATION,"FICHE DE RECEPTION DES PRODUITS BLANC RO1, RO2... DU COMPTA STOCK"
02346,0734/STO,STOCKAGE DES PRODUITS PETROLIERS : FICHE DE RECEPTION DES P.P PAR JOUR DU DEPOT DE BINGO,"RECEPTION, PRODUITS PETROLIERS, PRODUIT LIQUIDE, COMPTA-STCOK, DEPOT BINGO","(FICHE DE RECEPTION, BON)",DU 17 AU 20 MARS 2021,,OUI,CONSERVATION,"FICHE DE RECEPTION DES PRODUITS BLANC RO1, RO2... DU COMPTA STOCK"
02347,0735/STO,STOCKAGE DES PRODUITS PETROLIERS : FICHE DE RECEPTION DES P.P PAR JOUR DU DEPOT DE BINGO,"RECEPTION, PRODUITS PETROLIERS, PRODUIT LIQUIDE, COMPTA-STCOK, DEPOT BINGO","(FICHE DE RECEPTION, BON)",DU 21 AU 26 MARS 2021,,OUI,CONSERVATION,"FICHE DE RECEPTION DES PRODUITS BLANC RO1, RO2... DU COMPTA STOCK"
02348,0736/STO,STOCKAGE DES PRODUITS PETROLIERS : FICHE DE RECEPTION DES P.P PAR JOUR DU DEPOT DE BINGO,"RECEPTION, PRODUITS PETROLIERS, PRODUIT LIQUIDE, COMPTA-STCOK, DEPOT BINGO","(FICHE DE RECEPTION, BON)",DU 01 AU 05 AVRIL 2021,,OUI,CONSERVATION,"FICHE DE RECEPTION DES PRODUITS BLANC RO1, RO2... DU COMPTA STOCK"
02349,0737/STO,STOCKAGE DES PRODUITS PETROLIERS : FICHE DE RECEPTION DES P.P PAR JOUR DU DEPOT DE BINGO,"RECEPTION, PRODUITS PETROLIERS, PRODUIT LIQUIDE, COMPTA-STCOK, DEPOT BINGO","(FICHE DE RECEPTION, BON)",DU 06 AU 10 AVRIL 2021,,OUI,CONSERVATION,"FICHE DE RECEPTION DES PRODUITS BLANC RO1, RO2... DU COMPTA STOCK"
02350,0738/STO,STOCKAGE DES PRODUITS PETROLIERS : FICHE DE RECEPTION DES P.P PAR JOUR DU DEPOT DE BINGO,"RECEPTION, PRODUITS PETROLIERS, PRODUIT LIQUIDE, COMPTA-STCOK, DEPOT BINGO","(FICHE DE RECEPTION, BON)",DU 12 AU 15 AVRIL 2021,,OUI,CONSERVATION,"FICHE DE RECEPTION DES PRODUITS BLANC RO1, RO2... DU COMPTA STOCK"
02351,0739/STO,STOCKAGE DES PRODUITS PETROLIERS : FICHE DE RECEPTION DES P.P PAR JOUR DU DEPOT DE BINGO,"RECEPTION, PRODUITS PETROLIERS, PRODUIT LIQUIDE, COMPTA-STCOK, DEPOT BINGO","(FICHE DE RECEPTION, BON)",DU 16 AU 20 AVRIL 2021,,OUI,CONSERVATION,"FICHE DE RECEPTION DES PRODUITS BLANC RO1, RO2... DU COMPTA STOCK"
