MFN,Code,TITRE/DOSSIER,CONTENU,ANA. DIPLOM.,DATE EXTREME,ANNEE,PASSAGE GED,SORT FINAL,OBSERVATIONS
00787,0783/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT DES SORTIES DEPOT PRODUITS BLANCS.,"PRODUIT BLANC, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT",(BON),08 -19  FEVRIER 2016,2016,OUI,DESTRUCTION,
00788,0784/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT DES SORTIES DEPOT PRODUITS BLANCS.,"PRODUIT BLANC, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT",(BON),22-29  FEVRIER 2016,2016,OUI,DESTRUCTION,
00789,0785/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT DES SORTIES DEPOT PRODUITS BLANCS.,"PRODUIT BLANC, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT",(BON),01-11 MARS 2016,2016,OUI,DESTRUCTION,
00790,00077,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)",03 MAI 2010,2010,OUI,DESTRUCTION,
00078,0075/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)",05 MAI 2010,2010,OUI,DESTRUCTION,
00079,0076/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)",10 MAI 2010,2010,OUI,DESTRUCTION,
00080,0077/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)",12-14 MAI 2010,2010,OUI,DESTRUCTION,
00081,0078/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT DES SORTIES DEPOT PRODUITS BLANCS.,"PRODUIT BLANC, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT",(BON),14-23 MARS 2016,2016,OUI,DESTRUCTION,
00791,0788/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT DES SORTIES DEPOT PRODUITS BLANCS.,"PRODUIT BLANC, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT",(BON),01-12 AVRIL 2016,2016,OUI,DESTRUCTION,
00792,0789/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT DES SORTIES DEPOT PRODUITS BLANCS.,"PRODUIT BLANC, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT",(BON),13-22 AVRIL 2016,2016,OUI,DESTRUCTION,
00793,0790/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT DES SORTIES DEPOT PRODUITS BLANCS.,"PRODUIT BLANC, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT",(BON),23-30 AVRIL 2016,2016,OUI,DESTRUCTION,
00794,0791/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT DES SORTIES DEPOT PRODUITS BLANCS.,"PRODUIT BLANC, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT",(BON),03-11 MAI 2016,2016,OUI,DESTRUCTION,
00795,0792/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT DES SORTIES DEPOT PRODUITS BLANCS.,"PRODUIT BLANC, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT",(BON),12-20 MAI 2016,2016,OUI,DESTRUCTION,
00796,0793/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT DES SORTIES DEPOT PRODUITS BLANCS.,"PRODUIT BLANC, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT",(BON),23-29 MAI 2016,2016,OUI,DESTRUCTION,
00797,0794/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT DES SORTIES DEPOT PRODUITS BLANCS.,"PRODUIT BLANC, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT",(BON),30-31 MAI 2016,2016,OUI,DESTRUCTION,
00798,0795/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT DES SORTIES DEPOT PRODUITS BLANCS.,"PRODUIT BLANC, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT",(BON),10-21 JUIN 2016,2016,OUI,DESTRUCTION,
00799,0796/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT DES SORTIES DEPOT PRODUITS BLANCS.,"PRODUIT BLANC, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT",(BON),22-30 JUIN 2016,2016,OUI,DESTRUCTION,
00800,0797/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT DES SORTIES DEPOT PRODUITS BLANCS.,"PRODUIT BLANC, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT",(BON),01-12 JUILLET 2016,2016,OUI,DESTRUCTION,
00801,0798/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT DES SORTIES DEPOT PRODUITS BLANCS.,"PRODUIT BLANC, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT",(BON),13- 22 JUILLET 2016,2016,OUI,DESTRUCTION,
00802,0799/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT DES SORTIES DEPOT PRODUITS BLANCS.,"PRODUIT BLANC, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT",(BON),23-29 JUILLET 2016,2016,OUI,DESTRUCTION,
00803,0800/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT DES SORTIES DEPOT PRODUITS BLANCS.,"PRODUIT BLANC, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT",(BON),01-10 AOUT 2016,2016,OUI,DESTRUCTION,
00804,0801/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT DES SORTIES DEPOT PRODUITS BLANCS.,"PRODUIT BLANC, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT",(BON),11-20 AOUT 2016,2016,OUI,DESTRUCTION,
00805,0802/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT DES SORTIES DEPOT PRODUITS BLANCS.,"PRODUIT BLANC, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT",(BON),22-31 AOUT 2016,2016,OUI,DESTRUCTION,
00806,0803/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT DES SORTIES DEPOT PRODUITS BLANCS.,"PRODUIT BLANC, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT",(BON),01-09 SEPTEMBRE 2016,2016,OUI,DESTRUCTION,
00807,0804/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT DES SORTIES DEPOT PRODUITS BLANCS.,"PRODUIT BLANC, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT",(BON),10-21 SEPTEMBRE 2016,2016,OUI,DESTRUCTION,
00808,0805/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT DES SORTIES DEPOT PRODUITS BLANCS.,"PRODUIT BLANC, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT",(BON),22-30 SEPTEMBRE 2016,2016,OUI,DESTRUCTION,
00809,0806/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT DES SORTIES DEPOT PRODUITS BLANCS.,"PRODUIT BLANC, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT",(BON),02-12 OCTOBRE 2016,2016,OUI,DESTRUCTION,
00810,0807/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT DES SORTIES DEPOT PRODUITS BLANCS.,"PRODUIT BLANC, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT",(BON),13-21 OCTOBRE 2016,2016,OUI,DESTRUCTION,
00811,0808/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT DES SORTIES DEPOT PRODUITS BLANCS.,"PRODUIT BLANC, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT",(BON),24-30 OCTOBRE 2016,2016,OUI,DESTRUCTION,
00812,0809/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT DES SORTIES DEPOT PRODUITS BLANCS.,"PRODUIT BLANC, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT",(BON),02-10 NOVEMBRE 2016,2016,OUI,DESTRUCTION,
00813,0810/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT DES SORTIES DEPOT PRODUITS BLANCS.,"PRODUIT BLANC, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT",(BON),11-22 NOVEMBRE 2016,2016,OUI,DESTRUCTION,
00814,0811/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT DES SORTIES DEPOT PRODUITS BLANCS.,"PRODUIT BLANC, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT",(BON),23-30 NOVEMBRE 2016,2016,OUI,DESTRUCTION,
00815,0812/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT DES SORTIES DEPOT PRODUITS BLANCS.,"PRODUIT BLANC, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT",(BON),01-09 DECEMBRE 2016,2016,OUI,DESTRUCTION,
00816,0813/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT DES SORTIES DEPOT PRODUITS BLANCS.,"PRODUIT BLANC, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT",(BON),10-21 DECEMBRE 2016,2016,OUI,DESTRUCTION,
00817,0814/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT DES SORTIES DEPOT PRODUITS BLANCS.,"PRODUIT BLANC, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO, MOUVEMENT",(BON),22-31 DECEMBRE 2016,2016,OUI,DESTRUCTION,
00818,0815/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT RECAPITULATIFS DES SORTIES GAZ BUTANE ET PRODUITS BLANCS.,"GAZ BUTANE, PRODUIT BLANC, SORTIE, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO",(ETAT),01-31 JUILLET  2011,2011,OUI,DESTRUCTION,DOCUMENTS TRAITES A LA COMPTA STOCK
00819,0816/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT RECAPITULATIFS DES SORTIES GAZ BUTANE ET PRODUITS BLANCS.,"GAZ BUTANE, PRODUIT BLANC, SORTIE, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO",(ETAT),01-31AOUT 2011,2011,OUI,DESTRUCTION,DOCUMENTS TRAITES A LA COMPTA STOCK
00820,0817/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT RECAPITULATIFS DES SORTIES GAZ BUTANE ET PRODUITS BLANCS.,"GAZ BUTANE, PRODUIT BLANC, SORTIE, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO",(ETAT),01-30 SEPTEMBRE 2011,2011,OUI,DESTRUCTION,DOCUMENTS TRAITES A LA COMPTA STOCK
00821,0818/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT RECAPITULATIFS DES SORTIES GAZ BUTANE ET PRODUITS BLANCS.,"GAZ BUTANE, PRODUIT BLANC, SORTIE, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO",(ETAT),01-31 OCTOBRE 2011,2011,OUI,DESTRUCTION,DOCUMENTS TRAITES A LA COMPTA STOCK
00822,0819/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT RECAPITULATIFS DES SORTIES GAZ BUTANE ET PRODUITS BLANCS.,"GAZ BUTANE, PRODUIT BLANC, SORTIE, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO",(ETAT),01-30 NOVEMBRE 2011,2011,OUI,DESTRUCTION,DOCUMENTS TRAITES A LA COMPTA STOCK
00823,0820/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT RECAPITULATIFS DES SORTIES GAZ BUTANE ET PRODUITS BLANCS.,"GAZ BUTANE, PRODUIT BLANC, SORTIE, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO","(ETAT, BORDEREAU DE LIVRAISON, BON A ENLEVER)",01-29 JUIN  2012,2012,OUI,DESTRUCTION,DOCUMENTS TRAITES A LA COMPTA STOCK
00824,0821/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT RECAPITULATIFS DES SORTIES GAZ BUTANE ET PRODUITS BLANCS.,"GAZ BUTANE, PRODUIT BLANC, SORTIE, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO","(ETAT, BORDEREAU DE LIVRAISON, BON A ENLEVER)",02-31 JUILLET  2012,2012,OUI,DESTRUCTION,DOCUMENTS TRAITES A LA COMPTA STOCK
00825,0822/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT RECAPITULATIFS DES SORTIES GAZ BUTANE ET PRODUITS BLANCS.,"GAZ BUTANE, PRODUIT BLANC, SORTIE, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO","(ETAT, BORDEREAU DE LIVRAISON, BON A ENLEVER)",03-30 SEPTEMBRE 2012,2012,OUI,DESTRUCTION,DOCUMENTS TRAITES A LA COMPTA STOCK
00826,0823/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT RECAPITULATIFS DES SORTIES GAZ BUTANE ET PRODUITS BLANCS.,"GAZ BUTANE, PRODUIT BLANC, SORTIE, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO","(ETAT, BORDEREAU DE LIVRAISON, BON A ENLEVER)",01-17 OCTOBRE 2012,2012,OUI,DESTRUCTION,DOCUMENTS TRAITES A LA COMPTA STOCK
00827,0824/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT RECAPITULATIFS DES SORTIES GAZ BUTANE ET PRODUITS BLANCS.,"GAZ BUTANE, PRODUIT BLANC, SORTIE, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO","(ETAT, BORDEREAU DE LIVRAISON, BON A ENLEVER)",03-31 DECEMBRE 2012,2012,OUI,DESTRUCTION,DOCUMENTS TRAITES A LA COMPTA STOCK
00828,0825/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT RECAPITULATIFS DES SORTIES GAZ BUTANE ET PRODUITS BLANCS.,"GAZ BUTANE, PRODUIT BLANC, SORTIE, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO","(ETAT, BORDEREAU DE LIVRAISON, BON A ENLEVER)",04-31 JANVIER 2013,2013,OUI,DESTRUCTION,DOCUMENTS TRAITES A LA COMPTA STOCK
00829,0826/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT RECAPITULATIFS DES SORTIES GAZ BUTANE ET PRODUITS BLANCS.,"GAZ BUTANE, PRODUIT BLANC, SORTIE, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO","(ETAT, BORDEREAU DE LIVRAISON, BON A ENLEVER)",03-28 FEVRIER 2013,2013,OUI,DESTRUCTION,DOCUMENTS TRAITES A LA COMPTA STOCK
00830,0827/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT RECAPITULATIFS DES SORTIES GAZ BUTANE ET PRODUITS BLANCS.,"GAZ BUTANE, PRODUIT BLANC, SORTIE, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO","(ETAT, BORDEREAU DE LIVRAISON, BON A ENLEVER)",01-30 MARS 2013,2013,OUI,DESTRUCTION,DOCUMENTS TRAITES A LA COMPTA STOCK
00831,0828/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT RECAPITULATIFS DES SORTIES GAZ BUTANE ET PRODUITS BLANCS.,"GAZ BUTANE, PRODUIT BLANC, SORTIE, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO","(ETAT, BORDEREAU DE LIVRAISON, BON A ENLEVER)",02-30 AVRIL 2013,2013,OUI,DESTRUCTION,DOCUMENTS TRAITES A LA COMPTA STOCK
00832,0829/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT RECAPITULATIFS DES SORTIES GAZ BUTANE ET PRODUITS BLANCS.,"GAZ BUTANE, PRODUIT BLANC, SORTIE, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)",17-20 MAI 2010,2010,OUI,DESTRUCTION,
00082,0079/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)",21-27 MAI 2010,2010,OUI,DESTRUCTION,
00083,0080/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)",28 MAI 2010,2010,OUI,DESTRUCTION,
00084,0081/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO","(BORDEREAU DE LIVRAISON, BON DE CHARGEMENT)",31 MAI 2010,2010,OUI,DESTRUCTION,
00085,0082/LIV,LIVRAISON DES PRODUITS PETROLIERS:BORDEREAU DE LIVRAISON ROSE,"LIVRAISON, PRODUIT PETROLIER, PRODUIT BLANC, MOUVEMENT, DEPOT DE BINGO","(ETAT, BORDEREAU DE LIVRAISON, BON A ENLEVER)",02-31 MAI 2013,2013,OUI,DESTRUCTION,DOCUMENTS TRAITES A LA COMPTA STOCK
00833,0830/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT RECAPITULATIFS DES SORTIES GAZ BUTANE ET PRODUITS BLANCS.,"GAZ BUTANE, PRODUIT BLANC, SORTIE, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO","(ETAT, BORDEREAU DE LIVRAISON, BON A ENLEVER)",03-28 JUIN 2013,2013,OUI,DESTRUCTION,DOCUMENTS TRAITES A LA COMPTA STOCK
00834,0831/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT RECAPITULATIFS DES SORTIES GAZ BUTANE ET PRODUITS BLANCS.,"GAZ BUTANE, PRODUIT BLANC, SORTIE, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO","(ETAT, BORDEREAU DE LIVRAISON, BON A ENLEVER)",01-31 JUILLET  2013,2013,OUI,DESTRUCTION,DOCUMENTS TRAITES A LA COMPTA STOCK
00835,0832/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT RECAPITULATIFS DES SORTIES GAZ BUTANE ET PRODUITS BLANCS.,"GAZ BUTANE, PRODUIT BLANC, SORTIE, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO","(ETAT, BORDEREAU DE LIVRAISON, BON A ENLEVER)",01-30 AOUT  2013,2013,OUI,DESTRUCTION,DOCUMENTS TRAITES A LA COMPTA STOCK
00836,0833/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT RECAPITULATIFS DES SORTIES GAZ BUTANE ET PRODUITS BLANCS.,"GAZ BUTANE, PRODUIT BLANC, SORTIE, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO","(ETAT, BORDEREAU DE LIVRAISON, BON A ENLEVER)",01-30 SEPTEMBRE 2013,2013,OUI,DESTRUCTION,DOCUMENTS TRAITES A LA COMPTA STOCK
00837,0834/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT RECAPITULATIFS DES SORTIES GAZ BUTANE ET PRODUITS BLANCS.,"GAZ BUTANE, PRODUIT BLANC, SORTIE, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO","(ETAT, BORDEREAU DE LIVRAISON, BON A ENLEVER)",01-31 OCTOBRE 2013,2013,OUI,DESTRUCTION,DOCUMENTS TRAITES A LA COMPTA STOCK
00838,0835/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT RECAPITULATIFS DES SORTIES GAZ BUTANE ET PRODUITS BLANCS.,"GAZ BUTANE, PRODUIT BLANC, SORTIE, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO","(ETAT, BORDEREAU DE LIVRAISON, BON A ENLEVER)",02-29 NOVEMBRE 2013,2013,OUI,DESTRUCTION,DOCUMENTS TRAITES A LA COMPTA STOCK
00839,0836/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT RECAPITULATIFS DES SORTIES GAZ BUTANE ET PRODUITS BLANCS.,"GAZ BUTANE, PRODUIT BLANC, SORTIE, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO","(ETAT, BORDEREAU DE LIVRAISON, BON A ENLEVER)",01-30 DECEMBRE 2013,2013,OUI,DESTRUCTION,DOCUMENTS TRAITES A LA COMPTA STOCK
00840,0838/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT RECAPITULATIFS DES SORTIES GAZ BUTANE.,"GAZ BUTANE, SORTIE, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO","(ETAT, BORDEREAU DE LIVRAISON, BON A ENLEVER)",02-28 FEVRIER 2014,2014,OUI,DESTRUCTION,DOCUMENTS TRAITES A LA COMPTA STOCK
00841,0839/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT RECAPITULATIFS DES SORTIES GAZ BUTANE.,"GAZ BUTANE, SORTIE, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO","(ETAT, BORDEREAU DE LIVRAISON, BON A ENLEVER)",01-31 MARS 2014,2014,OUI,DESTRUCTION,DOCUMENTS TRAITES A LA COMPTA STOCK
00842,0840/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT RECAPITULATIFS DES SORTIES GAZ BUTANE.,"GAZ BUTANE, SORTIE, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO","(ETAT, BORDEREAU DE LIVRAISON, BON A ENLEVER)",01-30 AVRIL 2014,2014,OUI,DESTRUCTION,DOCUMENTS TRAITES A LA COMPTA STOCK
00843,0841/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT RECAPITULATIFS DES SORTIES GAZ BUTANE.,"GAZ BUTANE, SORTIE, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO","(ETAT, BORDEREAU DE LIVRAISON, BON A ENLEVER)",02-30 MAI 2014,2014,OUI,DESTRUCTION,DOCUMENTS TRAITES A LA COMPTA STOCK
00844,0842/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT RECAPITULATIFS DES SORTIES GAZ BUTANE.,"GAZ BUTANE, SORTIE, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO","(ETAT, BORDEREAU DE LIVRAISON, BON A ENLEVER)",01-30 JUIN 2014,2014,OUI,DESTRUCTION,DOCUMENTS TRAITES A LA COMPTA STOCK
00845,0843/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT RECAPITULATIFS DES SORTIES GAZ BUTANE.,"GAZ BUTANE, SORTIE, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO","(ETAT, BORDEREAU DE LIVRAISON, BON A ENLEVER)",01-30 JUILLET 2014,2014,OUI,DESTRUCTION,DOCUMENTS TRAITES A LA COMPTA STOCK
00846,0844/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT RECAPITULATIFS DES SORTIES GAZ BUTANE.,"GAZ BUTANE, SORTIE, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO","(ETAT, BORDEREAU DE LIVRAISON, BON A ENLEVER)",01-31 AOUT 2014,2014,OUI,DESTRUCTION,DOCUMENTS TRAITES A LA COMPTA STOCK
00847,0845/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT RECAPITULATIFS DES SORTIES GAZ BUTANE.,"GAZ BUTANE, SORTIE, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO","(ETAT, BORDEREAU DE LIVRAISON, BON A ENLEVER)",01-30 SEPTEMBRE  2014,2014,OUI,DESTRUCTION,DOCUMENTS TRAITES A LA COMPTA STOCK
00848,0846/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT RECAPITULATIFS DES SORTIES GAZ BUTANE.,"GAZ BUTANE, SORTIE, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO","(ETAT, BORDEREAU DE LIVRAISON, BON A ENLEVER)",01-31 OCTOBRE 2014,2014,OUI,DESTRUCTION,DOCUMENTS TRAITES A LA COMPTA STOCK
00849,0847/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT RECAPITULATIFS DES SORTIES GAZ BUTANE.,"GAZ BUTANE, SORTIE, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO","(ETAT, BORDEREAU DE LIVRAISON, BON A ENLEVER)",03-30 NOVEMBRE 2014,2014,OUI,DESTRUCTION,DOCUMENTS TRAITES A LA COMPTA STOCK
00850,0848/LIV,LIVRAISON DES PRODUITS PETROLIERS: ETAT RECAPITULATIFS DES SORTIES GAZ BUTANE.,"GAZ BUTANE, SORTIE, JOURNALIERE, MARKETER, MENSUELLE, ANNUELLE, DEPOT DE BINGO","(ETAT, BORDEREAU DE LIVRAISON, BON A ENLEVER)",01-31 DECEMBRE 2014,2014,OUI,DESTRUCTION,DOCUMENTS TRAITES A LA COMPTA STOCK
