ID,TITRE_DOSSIER,N_PIECES;,DATE;,OBSERVATIONS,CONTENU;,ANA_DIPLOM,CLI_FOUR;,L'INTERIEUR_DE_LA_COUR_DU_SIEGE,SIEGE_DE_LA_SONABHY,SONABHY,CONTRE_L'INCENDIE,AUX_COMPTES_I,AUX_COMPTES_II,AUX_COMPTES_III,INCENDIE_I,INCENDIE_II,WAGONS-CITERNES_A_BINGO_I,WAGONS-CITERNES_A_BINGO_II,DEPOT_DE_BOBO,"""TITRE_DOSSIER","DATE;""",BINGO,BINGO_II,SIEGE,II,AU_DEPOT,DU_SIEGE,DE_COMPTE,COMPTABILITE,
74,,,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,BCB,,"JUILLET, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
76,BCB,,"AOUT, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
77,BCB,,"SEPTEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
78,BCB,,"SEPTEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
79,BCB,,"SEPTEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
80,BCB,,"OCTOBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
81,BCB,,"OCTOBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
82,BCB,,"OCTOBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
83,BCB,,"OCTOBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
84,BCB,,"NOVEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
85,BCB,,"NOVEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
86,BCB,,"NOVEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
87,BCB,,"NOVEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
88,BCB,,"DECEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
89,BCB,,"DECEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
90,BCB1,"0001, 0039","JANVIER, FEVRIER, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
91,BCB1,"0040, 0103","FEVRIER, MARS, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
92,BCB1,"0104, 0156","AVRIL, MAI, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
93,BCB1,"0157, 0217","JUIN, JUILLET, AOUT, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
94,BCB1,"0218, 0257","SEPTEMBRE, OCTOBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
95,BCB1,"0258, 0304","NOVEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
96,BIB,,"JANVIER, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
97,BIB,,"JANVIER, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
98,BIB,,"JANVIER, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
99,BIB,,"JANVIER, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
100,BIB,,"JANVIER, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
101,BIB,,"FEVRIER, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
102,BIB,,"FEVRIER, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
103,BIB,,"FEVRIER, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
104,BIB,,"MARS, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
105,BIB,,"MARS, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
106,BIB,,"MARS, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
107,BIB,,"AVRIL, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
108,BIB,,"AVRIL, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
109,BIB,,"AVRIL, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
110,BIB,,"AVRIL, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
111,BIB,,"AVRIL, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
112,BIB,,"MAI, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
113,BIB,,"MAI, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
114,BIB,,"MAI, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
115,BIB,,"JUIN, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
116,BIB,,"JUIN, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
117,BIB,,"JUILLET, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
118,BIB,,"AOUT, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
119,BIB,,"AOUT, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
120,BIB,,"SEPTEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
121,BIB,,"OCTOBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
122,BIB,,"NOVEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
123,BIB,,"NOVEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
124,BIB,,"DECEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
125,BIB1,"0001, 0109","JANVIER, FEVRIER, MARS, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
126,BIB1,"0110, 0165","AVRIL, MAI, JUIN, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
127,BIB1,"0166, 0240","MAI, JUIN, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
128,BIB1,"0241, 0285","JUILLET, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
129,BIB1,"0286, 0380","JUILLET, AOUT, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
130,BIB1,"0381, 0449","SEPTEMBRE, OCTOBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
131,BIB1,"0450, 0499","NOVEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
132,BIB2,"0001, 0004","JANVIER, FEVRIER, MARS, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
133,BICIA-B,,"JANVIER, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
134,BICIA-B,,"FEVRIER, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
135,BICIA-B,,"MARS, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
136,BICIA-B,,"MARS, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
137,BICIA-B,,"MAI, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
138,BICIA-B,,"JUIN, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
139,BICIA-B,,"JUIN, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
140,BICIA-B,,"JUILLET, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
141,BICIA-B,,"AOUT, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
142,BICIA-B,,"SEPTEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
143,BICIA-B,,"OCTOBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
144,BICIA-B,,"NOVEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
145,BICIA-B,,"DECEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
146,BICIA1,"0001, 0082","JANVIER, FEVRIER, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
147,BICIA1,"0083, 0181","MARS, AVRIL, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
148,BICIA1,"0182, 0264","MAI, JUIN, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
149,BICIA1,"0265, 0360","JUILLET, AOUT, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
150,BICIA1,"0361, 0419","SEPTEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
151,BICIA1,"0420, 0483","OCTOBRE, NOVEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
152,BICIA1,"0484, 0573","DECEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
153,BICIA2,"0001, 0006","JANVIER, FEVRIER, MARS, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
154,BC1,,"AVRIL, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
155,BC1,,"AVRIL, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
156,BC1,,"MAI, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
157,BC1,,"MAI, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
158,BOA,,"MAI, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
159,BOA,,"JUIN, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
160,BOA,,"JUILLET, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
161,BOA,,"AOUT, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
162,BOA,,"SEPTEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
163,BOA,,"OCTOBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
164,BOA,,"NOVEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
165,BOA,,"NOVEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
166,BOA,,"DECEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
167,BOA,"0001, 0036","MARS, AVRIL, MAI, JUIN, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
168,BOA,"0037, 0067","JUILLET, AOUT, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
169,BOA,"0068, 0111","SEPTEMBRE, OCTOBRE, NOVEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
170,BOA,"0112, 0155","DECEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
171,ECOBANK,,"JANVIER, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
172,ECOBANK,,"FEVRIER, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
173,ECOBANK,,"MARS, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
174,ECOBANK,,"AVRIL, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
175,ECOBANK,,"MAI, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
176,ECOBANK,,"MAI, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
177,ECOBANK,,"JUIN, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
178,ECOBANK,,"JUILLET, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
179,ECOBANK,,"AOUT, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
180,ECOBANK,,"SEPTEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
181,ECOBANK,,"OCTOBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
182,ECOBANK,,"NOVEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
183,ECOBANK,,"DECEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
184,ECOBANK,,"DECEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
185,ECOBANK,"0001, 0047","JANVIER, FEVRIER, MARS, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
186,ECOBANK,"0048, 0092","AVRIL, MAI, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
187,ECOBANK,"0093, 0134","JUIN, JUILLET, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
188,ECOBANK,"0135, 0201","AOUT, SEPTEMBRE, OCTOBRE, NOVEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
189,ECOBANK,"0202, 0252","DECEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
190,SGBB,,"JANVIER, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
191,SGBB,,"MARS, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
192,SGBB,,"AVRIL, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
193,SGBB,,"MAI, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
194,SGBB,,"MAI, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
195,SGBB,,"MAI, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
196,SGBB,,"JUIN, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
197,SGBB,,"JUIN, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
198,SGBB,,"JUILLET, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
199,SGBB,,"JUILLET, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
200,SGBB,,"AOUT, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
201,SGBB,,"AOUT, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
202,SGBB,,"SEPTEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
203,SGBB,,"SEPTEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
204,SGBB,,"OCTOBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
205,SGBB,,"NOVEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
206,SGBB,,"DECEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
207,SGBB2,"0001, 0052","JANVIER, FEVRIER, MARS, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
208,SGBB2,"0053, 0107","AVRIL, MAI, JUIN, JUILLET, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
209,SGBB2,"0108, 0152","AOUT, SEPTEMBRE, OCTOBRE, NOVEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
210,TGB,,"JANVIER, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
211,TGB,,"FEVRIER, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
212,TGB,,"MARS, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
213,TGB,,"AVRIL, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
214,TGB,,"MAI, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
215,TGB,,"JUIN, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
216,TGB,,"JUIN, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
217,TGB,,"JUIN, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
218,TGB,,"JUILLET, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
219,TGB,,"JUILLET, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
220,TGB,,"JUILLET, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
221,TGB,,"AOUT, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
222,TGB,,"SEPTEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
223,TGB,,"NOVEMBRE, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
224,TRESOR,"0001, 0027","JANVIER, FEVRIER, MARS, AVRIL, MAI, 1999",,,,,,,,,,,,,,,,,,,,,,,,,,,
225,TRESOR,"0028, 0057","JUIN, JUILLET, AOUT, SEPTEMBRE, OCTOBRE, NOVEMBRE,",,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,DIVERS DOSSIERS,,1997,,"SECURITE INCENDIE, synthese AO, PRET BID, EX DEPOT",,,,,,,,,,,,,,,,,,,,,,,,,
228,APPELS D'OFFRE,,1999,,CONSTRUCTION PARKING SIEGE,,,,,,,,,,,,,,,,,,,,,,,,,
229,APPELS D'OFFRE POUR LA CONSTRUCTION DU PARKING,,1999,,"PARKING SIEGE, APPEL D'OFFRE",,,,,,,,,,,,,,,,,,,,,,,,,
230,APPELS D'OFFRE,,1999,,MATERIELS INFORMATIQUES,,,,,,,,,,,,,,,,,,,,,,,,,
231,APPELS D'OFFRE,,1999,,"CHAUSSURES DE SECURITE, ENSEIGNES LUMINEUSES, VOIRIE",,,,,,,,,,,,,,,,,,,,,,,,,
232,APPELS D'OFFRE,,1999,,"FORAGE, VANNE A OUTILS, BRAS DE CHARGEMENT",,,,,,,,,,,,,,,,,,,,,,,,,
233,COMMANDES EXTERIEURES,,1997,,"FONDERIE LEMER, TOTAL OUTREMER, AFA, GROUPE PRISM,",,,,,,,,,,,,,,,,,,,,,,,,,
234,COMMANDES EXTERIEURES,,1998,,"SIRAGA, TOTAL OUTREMER, COCITAM, COFAMA, KARCHER,",,,,,,,,,,,,,,,,,,,,,,,,,
235,APPELS D'OFFRE : NETTOYAGE LOCAUX,,2000,,"CIREC, NETENDEC, SELG, NETTOYAGE",,,,,,,,,,,,,,,,,,,,,,,,,
236,APPELS D'OFFRE : NETTOYAGE LOCAUX,,2000,,"TNCBIE, SOGANET, GROUPE WEP, UNIVERSALIS,",,,,,,,,,,,,,,,,,,,,,,,,,
237,APPELS D'OFFRE : REFECTION SIEGE,,2000,,"BOSS AFRICA, EMBTP, SGCTP, CED, BILGHO",,,,,,,,,,,,,,,,,,,,,,,,,
238,APPELS D'OFFRE : REFECTION SIEGE,,2000,,"ROC, EKBMS, GEBAT, ME-SONGO, ECPG",,,,,,,,,,,,,,,,,,,,,,,,,
239,APPELS D'OFFRE : REFECTION SIEGE,,2000,,"EBOMAF, SOL CONFORT DECOR",,,,,,,,,,,,,,,,,,,,,,,,,
240,APPELS D'OFFRE : SALLE D'ARCHIVES,,2000,,"EPSWT, ENTREPRISE BOUTROS, ROC",,,,,,,,,,,,,,,,,,,,,,,,,
241,APPELS D'OFFRE : SALLE D'ARCHIVES,,2000,,"SGCTP, EBCB/OS, AFRICA CONSTRUCTION, SALLE D'ARCHIVES",,,,,,,,,,,,,,,,,,,,,,,,,
242,APPELS D'OFFRE : SALLE D'ARCHIVES,,2000,,"ENTREPRISE BOUTROS, SOL CONFORT DECOR, SALLE",,,,,,,,,,,,,,,,,,,,,,,,,
243,FICHES INDIVIDUELLES DES IMMOBILISATIONS,,1988-1990,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,FICHES INDIVIDUELLES DES IMMOBILISATIONS,,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,FICHES INDIVIDUELLES DES IMMOBILISATIONS,,1992-1994,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,FICHES INDIVIDUELLES DES IMMOBILISATIONS,,1986-1987,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,FICHES INDIVIDUELLES DES IMMOBILISATIONS,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,COMPTE RENDU DE MISSION,,1994-1995,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,BILAN AU 31 DECEMBRE 1997,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,SOUCHES DE RECUES DE CAISSE ET BROUILLARD DE CAISS,,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,APPEL D'OFFRE : CONSTRUCTION D'UNE SALLE D'ARCHIVES,,1999-2000,,"ECHA, ETB, ECPG",,,,,,,,,,,,,,,,,,,,,,,,,
252,APPEL D'OFFRE : CONSTRUCTION D'UNE SALLE D'ARCHIVES,,1999-2000,,"EBOMAF, L'ESPACE",,,,,,,,,,,,,,,,,,,,,,,,,
253,APPEL D'OFFRE : REALISATION D'UNE ROUTE BITUMEE AU,,1999-2000,,"ETAS, ECHA",,,,,,,,,,,,,,,,,,,,,,,,,
254,APPEL D'OFFRE : REALISATION D'UNE ROUTE BITUMEE AU,,1999-2000,,"EBATP, PLAN ARCHITECTURAL, L'ESPACE",,,,,,,,,,,,,,,,,,,,,,,,,
255,APPEL D'OFFRE : REALISATION D'UNE ROUTE BITUMEE AU,,1999-2000,,FADOUL TECHNIBOIS,,,,,,,,,,,,,,,,,,,,,,,,,
256,APPEL D'OFFRE : REALISATION D'UNE ROUTE BITUMEE AU,,1999-2000,,FADOUL TECHNIBOIS,,,,,,,,,,,,,,,,,,,,,,,,,
257,APPEL D'OFFRE : CONSTRUCTION D'UN LOGEMENT TYPE,,1999-2000,,"EMBTP, ECHA",,,,,,,,,,,,,,,,,,,,,,,,,
258,APPEL D'OFFRE : CONSTRUCTION D'UN LOGEMENT TYPE,,1999-2000,,"SCD, ECKAF, PLAN ARCHITECTURAL, L'ESPACE",,,,,,,,,,,,,,,,,,,,,,,,,
259,BORDEREAUX DE REMISE DE CHEQUES,,1997,,"ELF OIL BURKINA, TOTAL BURKINA, MOBIL OIL BURKINA,",,,,,,,,,,,,,,,,,,,,,,,,,
260,BORDEREAUX DE REMISE DE CHEQUES,,1998,,"BURKINA ET SHELL, CHEQUE",,,,,,,,,,,,,,,,,,,,,,,,,
261,BORDEREAUX DE REMISE DE CHEQUES,,1998,,"TOTAL BURKINA, CHEQUE",,,,,,,,,,,,,,,,,,,,,,,,,
262,BORDEREAUX DE REMISE DE CHEQUES,,1998,,"ELF OIL BURKINA, CHEQUE",,,,,,,,,,,,,,,,,,,,,,,,,
263,RELEVES BANCAIRES  JOURNALIERS,,1998,,"BIB, RELEVE BANCAIRE",,,,,,,,,,,,,,,,,,,,,,,,,
264,BROUILLARDS DE BANQUE,,1998,,"BICIA I, BICIA II, BIB I, BIB II, BCB I, BCB II,",,,,,,,,,,,,,,,,,,,,,,,,,
265,ACQUISITION IMMOBILISATION,,1996-1997,,IMMOBILISATION,,,,,,,,,,,,,,,,,,,,,,,,,
266,DOSSIER IMMOBILISATION BC,,1997,,IMMOBILISATION,,,,,,,,,,,,,,,,,,,,,,,,,
267,TRESOR,0058-0064,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,OD,1495-1625,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,BIB1,0500-0568,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,ACHATS,3459-3518,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,BOA,0156-0250,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,BCB1,0305-0338,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,SGBB2,0153-0174,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,BICIA 1,0574-0596,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,INVENTAIRE,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,BOGUE AN 2000,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,DOSSIER AO : CONSTRUCTION SALLE D'ARCHIVES ET,,1999-2000,,"PLAN ARCHITECTURAL, DEVIS, APPEL D'OFFRE, SALLE",,,,,,,,,,,,,,,,,,,,,,,,,
278,LE MONDE,,,,ARTICLE,,,,,,,,,,,,,,,,,,,,,,,,,
279,ETATS DES SORTIES ET RECEPTION CARBURANT,,1994-1995,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,RELEVES DE COMPTE BICIA-B ET AUTRES DOCUMENTS,,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,RELEVES BANCAIRES,,1998,,"BIB, BICIA-B, ECO-B, BCB, BFCI",,,,,,,,,,,,,,,,,,,,,,,,,
282,SOUCHES DES CHEQUIERS : TOUTES LES BANQUES,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,SOUCHES DES CHEQUIERS,,1999,,"BIB, TRESOR",,,,,,,,,,,,,,,,,,,,,,,,,
284,SOUCHES DES CHEQUIERS,,1999,,"BICIA-B, BCB",,,,,,,,,,,,,,,,,,,,,,,,,
285,SOUCHES DES CHEQUIERS,,1999,,"BOA, ECO-B, SGBB",,,,,,,,,,,,,,,,,,,,,,,,,
286,ENTREES DEPOT-BINGO : DECADE,,"JUIN(3), JUILLET(1,2), 2000",,,,,,,,,,,,,,,,,,,,,,,,,,,
287,ENTREES DEPOT-BINGO : DECADE,,"JUILLET(3), 2000",,,,,,,,,,,,,,,,,,,,,,,,,,,
288,ENTREES DEPOT-BINGO : DECADE,,"AOUT(1), 2000",,,,,,,,,,,,,,,,,,,,,,,,,,,
289,ENTREES DEPOT-BINGO : DECADE,,"AOUT(2), 2000",,,,,,,,,,,,,,,,,,,,,,,,,,,
290,ENTREES DEPOT-BINGO : DECADE,,"AOUT(3), SEPTEMBRE(1), 2000",,,,,,,,,,,,,,,,,,,,,,,,,,,
291,ENTREES DEPOT-BINGO : DECADE,,"SEPTEMBRE(2,3), 2000",,,,,,,,,,,,,,,,,,,,,,,,,,,
292,ENTREES DEPOT-BINGO : DECADE,,"OCTOBRE(1,2,3), 2000",,,,,,,,,,,,,,,,,,,,,,,,,,,
293,ENTREES DEPOT-BINGO : DECADE,,"NOVEMBRE(1,2,3), 2000",,,,,,,,,,,,,,,,,,,,,,,,,,,
294,ENTREES DEPOT-BINGO : DECADE,,"DECEMBRE(1,2), 2000",,,,,,,,,,,,,,,,,,,,,,,,,,,
295,ENTREES DEPOT-BINGO : DECADE,,"DECEMBRE(3), 2000",,,,,,,,,,,,,,,,,,,,,,,,,,,
296,SORTIES DEPOT-BINGO : DECADE,,"JUIN(3), 2000",,,,,,,,,,,,,,,,,,,,,,,,,,,
297,SORTIES DEPOT-BINGO : DECADE,,"JUILLET(1), 2000",,,,,,,,,,,,,,,,,,,,,,,,,,,
298,SORTIES DEPOT-BINGO : DECADE,,"JUILLET(2), 2000",,,,,,,,,,,,,,,,,,,,,,,,,,,
299,SORTIES DEPOT-BINGO : DECADE,,"JUILLET(3), 2000",,,,,,,,,,,,,,,,,,,,,,,,,,,
300,SORTIES DEPOT-BINGO : DECADE,,"AOUT(1), 2000",,,,,,,,,,,,,,,,,,,,,,,,,,,
301,SORTIES DEPOT-BINGO : DECADE,,"AOUT(2), 2000",,,,,,,,,,,,,,,,,,,,,,,,,,,
302,SORTIES DEPOT-BINGO : DECADE,,"AOUT(3), 2000",,,,,,,,,,,,,,,,,,,,,,,,,,,
303,SORTIES DEPOT-BINGO : DECADE,,"SEPTEMBRE(1), 2000",,,,,,,,,,,,,,,,,,,,,,,,,,,
304,SORTIES DEPOT-BINGO : DECADE,,"SEPTEMBRE(2), 2000",,,,,,,,,,,,,,,,,,,,,,,,,,,
305,SORTIES DEPOT-BINGO : DECADE,,"SEPTEMBRE(3), 2000",,,,,,,,,,,,,,,,,,,,,,,,,,,
306,SORTIES DEPOT-BINGO : DECADE,,"OCTOBRE(1), 2000",,,,,,,,,,,,,,,,,,,,,,,,,,,
307,SORTIES DEPOT-BINGO : DECADE,,"OCTOBRE(2), 2000",,,,,,,,,,,,,,,,,,,,,,,,,,,
308,SORTIES DEPOT-BINGO : DECADE,,"OCTOBRE(3), 2000",,,,,,,,,,,,,,,,,,,,,,,,,,,
309,SORTIES DEPOT-BINGO : DECADE,,"NOVEMBRE(1), 2000",,,,,,,,,,,,,,,,,,,,,,,,,,,
310,SORTIES DEPOT-BINGO : DECADE,,"NOVEMBRE(2), 2000",,,,,,,,,,,,,,,,,,,,,,,,,,,
311,SORTIES DEPOT-BINGO : DECADE,,"NOVEMBRE(3), 2000",,,,,,,,,,,,,,,,,,,,,,,,,,,
312,SORTIES DEPOT-BINGO : DECADE,,"DECEMBRE(1), 2000",,,,,,,,,,,,,,,,,,,,,,,,,,,
313,SORTIES DEPOT-BINGO : DECADE,,"DECEMBRE(2), 2000",,,,,,,,,,,,,,,,,,,,,,,,,,,
