date_versement,date_enregistrement,provenance,cote,titre,contenu,analyse,dates_extremes,annee,duree_utilite,sort_final,initial,niveau_description,importance_materielle,ged
 ANCIEN, 04-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0061/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU SERVICE DE LA COMPTABILITE DE JUIN 2011 A JANVIER 2012,TRANSMISSION; COMPTABILITE; FACTURE, CAHIER, JUIN 2011 - JANVIER 2012,2011; 2012, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN, 04-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0062/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU SERVICE DE LA COMPTABILITE DE JANVIER 2012 A JANVIER 20016,TRANSMISSION; COMPTABILITE; FACTURE, CAHIER, JANVIER 2012 - JANVIER 2016,2012; 2013; 2014; 2015; 2016, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN, 04-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0063/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU SERVICE DE LA COMPTABILITE DE MAI 2012 A OCTOBRE 2014,TRANSMISSION; COMPTABILITE; FACTURE, CAHIER, MAI 2012 - OCTOBRE 2014,2012; 2013; 2014, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN, 04-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0064/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU SERVICE DE LA COMPTABILITE DE MAI 2014 A AOUT 2015,TRANSMISSION; COMPTABILITE; FACTURE, CAHIER, MAI 2014 - AOUT 2015,2014; 2015, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN, 04-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0065/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU SERVICE DE LA COMPTABILITE DE JANVIER  2015 A AOUT 2015,TRANSMISSION; COMPTABILITE; CONTRAT, CAHIER, JANVIER 2015 - AOUT 2015,2015, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 04-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0066/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU SERVICE DE LA COMPTABILITE DE JANVIER 2014 A JUIN 2017,TRANSMISSION; COMPTABILITE; FACTURE, CAHIER, JANVIER 2014 - JUIN 2017,2014; 2015; 2016; 2017, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 04-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0068/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU SECRETARIAT DE JUILLET 1986 A NOVEMBRE 1992,TRANSMISSION; FAX; TELEX, CAHIER, JUILLET 1986 - NOVEMBRE 1992,1986; 1987; 1988; 1989; 1990; 1991; 1992, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 04-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0069/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU SECRETARIAT DE AOUT 1995 A JANVIER 1997,TRANSMISSION; FAX; TELEX, CAHIER, AOUT 1995 - JANVIER 1997,1995; 19996; 1997, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 04-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0070/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU SECRETARIAT DE MAI 1995 A OCTOBRE 1997,TRANSMISSION; FAX; TELEX, CAHIER, MAI 1995 - OCTOBRE 1997,1995; 1996; 1997, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 04-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0071/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU SECRETARIAT DE MARS 1996 A MAI 1996,TRANSMISSION; FAX; TELEX, CAHIER, MARS 1996 - MAI 1996,1996, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 04-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0072/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU SECRETARIAT DE JUIN 1996 A MAI 2003,TRANSMISSION; FAX; TELEX, CAHIER, JUIN 1996 - MAI 2003,1996; 1997; 1998; 1999; 2000; 2001; 2002; 2003, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 04-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0073/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU SECRETARIAT DE MARS 1997 A JUIN1998,TRANSMISSION; FAX; TELEX, CAHIER, MARS 1997 - JUIN 1998,1997; 1998, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 04-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0074/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU SECRETARIAT DE SEPTEMBRE 2002 A NOVEMBRE 2006,TRANSMISSION; FAX; TELEX, CAHIER, SEPTEMBRE 2002 - NOVEMBRE 2006,2002; 2003; 2004; 2005; 2006, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 04-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0075/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU SECRETARIAT DE OCTOBRE 2004 A JANVIER 2006,TRANSMISSION; FAX; TELEX, CAHIER, OCTOBRE 2004 - JANVIER 2006,2004; 2005; 2006, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 04-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0076/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU SECRETARIAT DE JANVIER 2006 A AVRIL 2007,TRANSMISSION; FAX; TELEX, CAHIER, JANVIER 2006 - AVRIL 2007,2006; 2007, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 04-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 077/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU SECRETARIAT DE AVRIL 2007 A AVRIL 2009,TRANSMISSION; FAX; TELEX, CAHIER, AVRIL 2007 - AVRIL 2009,2007; 2008; 2009, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 04-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0078/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU SECRETARIAT DE AOUT 2010 A JANVIER 2015,TRANSMISSION; FAX, CAHIER, AOUT 2010 - JANVIER 2015,2010; 2011; 2012; 2013; 2014; 2015, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 04-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0079/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU SECRETARIAT DE FEVRIER 2010 A DECEMBRE 2011,TRANSMISSION; FAX, CAHIER, FEVRIER 2010 - DECEMBRE 2011,2010; 2011, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 04-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0080/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU SECRETARIAT DE DECEMBRE 2010 A DECEMBRE 2012,TRANSMISSION; FAX, CAHIER, DECEMBRE 2010 - DECEMBRE 2012,2011; 2012, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 04-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0081/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU SECRETARIAT DE JANVIER 2011 A JUIN 2015,TRANSMISSION; RECU, CAHIER, JANVIER 2011 - JUIN 2015,2011; 2012; 2013; 2014; 2015, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 04-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0082/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU SECRETARIAT DE JANVIER 2011 A JUIN 2015,TRANSMISSION; COURRIER, CAHIER, JANVIER 2O11 - JUIN 2015,2011; 2012; 2013; 2014; 2015, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 04-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0083/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU SECRETAARIAT DE MARS 2011 A FEVRIER 2016,TRANSMISSION; LOGISTIQUE, CAHIER, MARS 2011 - FEVRIER 2016,2011; 2012; 2013; 2014; 2015; 2016, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 04-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0084/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU SECRETARIAT DE SEPTEMBRE 2012 A JUIN 2015,TRANSMISSION; FAX, CAHIER, SEPTEMBRE 2012 - JUIN 2015,2012; 2013; 2014; 2015, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 04-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0085/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU SECRETARIAT DE JANVIER 2013 A DECEMBRE 2013,TRANSMISSION; FAX, CAHIER, JANVIER 2013 - DECEMBRE 2013,2013, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 04-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0086/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU SECRETARIAT DE JANVIER 2014 A JANVIER 2015,TRANSMISSION; FAX, CAHIER, JANVIER 2014 - JANVIER 2015,2014; 2015, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 04-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0087/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU SECRETARIAT DE JANVIER 2012 A JANVIER 2014,TRANSMISSION; FAX, CAHIER, JANVIER 2012 - JANVIER 2014,2012; 2013; 2014, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 04-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0088/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU SECRETARIAT DE JANVIER 2016 A DECEMBRE 2017,TRANSMISSION; FAX, CAHIER, JANVIER 2016 - DECEMBRE 2017,2016; 2017, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 04-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0089/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU SECRETARIAT DE MARS 2000 A OCTOBRE 2000,TRANSMISSION; COURRIER DEPART, REGISTRE, MARS 2020 - OCTOBRE 2000,2000, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 04-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0090/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU COURRIER DEPART DE MARS 2000,TRANSMISSION; COURRIER DEPART, REGISTRE, MARS 2000,2000, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 04-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0091/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU COURRIER DEPART DE JUIN 2006 A OCTOBRE 2010,TRANSMISSION; COURRIER DEPART, REGISTRE, JUIN 2006  - OCTOBRE 2010,2006; 2007; 2008; 2009; 2010, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0092/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU COURRIER DEPART DE MARS 2007 A JUIN 2011,TRANSMISSION; COURRIER DEPART, REGISTRE, MARS 2007 -JUIN 2011,2007; 2008; 2009; 2010; 2011, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0093/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU COURRIER DEPART DE NOVEMBRE 2009 A SEPTEMBRE 2015,TRANSMISSION; COURRIER DEPART, REGISTRE, NOVEMBRE 2009 - SEPTEMBRE 2015,2009; 2010; 2011; 2012; 2013; 2014; 2015, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0094/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU COURRIER DEPART DE SEPTEMBRE 2011 A JUIN 2012,TRANSMISSION; COURRIER DEPART; FINANCE, REGISTRE, SEPTEMBRE 2011 - JUIN 2012,2011; 2012, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 00095/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU COURRIER DEPART DE OCTOBRE 2011 A JANVIER 2014,TRANSMISSION; COURRIER DEPART; CHEQUE, REGISTRE, OCTOBRE 2011 - JANVIER 2014,2011; 2012; 2013; 2014, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0096/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU COURRIER DEPART DE JUIN 2012 A FEVRIER 2013,TRANSMISSION; COURRIER DEPART; SECRETARIAT, REGISTRE, JUIN 2012 - FEVRIER 2013,2012; 2013, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0097/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISION DU COURRIER DEPART DE FEVRIER 2013 A SEPTEMBRE 2013,TRANSMISSION; COURRIER DEPART, REGISTRE, FEVRIER 2013 - SEPTEMBRE 2013,2013, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0098/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU COURRIER INTERNE DE AVRIL 2013 A JUILLET 2015,TRANSMISSION; COURRIER INTERNE, REGISTRE, AVRIL 2013 - JUILLET 2015,2013; 2014; 2015, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0099/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU COURRIER DEPART DE SEPTEMBRE 2013 A MARS 2014,TRANSMISSION; COURRIER DEPART, REGISTRE, SEPTEMBRE 2013 - MARS 2014,2013; 2014, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0100/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU COURRIER DEPART DE AOUT 1984 A JUILLET 1988,TRANSMISSION; COURRIER DEPART, REGISTRE, AOUT 1984 - JUILLET 1988,1984; 1985; 1986; 1987; 1988, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0101/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU COURRIER DEPART DE SEPTEMBRE 1986 A OCTOBRE 1989,TRANSMISSION; COURRIER DEPART, REGISTRE, SEPTEMBRE 1986 - OCTOBRE 1989,1986; 1987; 1988; 1989, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0102/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU COURRIER DEPART DE AVRIL 1989 A JANVIER 1990,TRANSMISSION; COURRIER DEPART, REGISTRE, AVRIL 1989 - JANVIER 1990,1989; 1990, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0103/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU COURRIER DEPART DE OCTOBRE 1989 A FEVRIER 1996,TRANSMISSION; COURRIER DEPART; EXTERNE, REGISTRE, OCTOBRE 1989 - FEVRIER 1996,1989; 1990; 1991; 1992; 1993; 1994; 1995; 1996, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0104/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU COURRIER DEPART DE SEPTEMBRE 1989 A MAI 1993,TRANSMISSION; COURRIER DEPART, REGISTRE, SEPTEMBRE 1989 - MAI 1993,1989; 1990; 1991; 1992; 1993, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0105/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU COURRIER DEPART DE JUIN 1990 A FEVRIER 1991,TRANSMISSION; COURRIER DEPART, CAHIER, JUIN 1990 - FEVRIER 1991,1990; 1991, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0106/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU COURRIER DEPART DE JANVIER 1991 A FEVRIER 1996,TRANSMISSION; COURRIER DEPART, REGISTRE, JANVIER 1991 - FEVRIER 1996,1991; 1992; 1993; 1994; 1995; 1996, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0108/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU COURRIER DEPART DE MAI 2001 A DECEMBRE 2003,TRANSMISSION; COURRIER DEPART, REGISTRE, MAI 2001 - DECEMBRE 2003,2001; 2002; 2003, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0109/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU COURRIER DEPART DE NOVEMBRE 2001 A OCTOBRE 2003,TRANSMISSION; COURRIER DEPART; EXTERNE, REGISTRE, NOVEMBRE 2001 - OCTOBRE 2003,2001; 2002; 2003, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0110/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU COURRIER DEPART DE OCTOBRE 2002 A DECEMBRE 2006,TRANSMISSION; COURRIER DEPART, REGISTRE, OCTOBRE 2002 - DECEMBRE 2006,2002; 2003; 2004; 2005; 2006, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0111/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU COURRIER DEPART DE OCTOBRE 2003 A AVRIL 2005,TRANSMISSION; COURRIER DEPART, REGISTRE, OCTOBRE 2003 - AVRIL 2005,2003; 2004; 2005, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0112/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU COURRIER DEPART DE AVRIL 2005 A AOUT 2011,TRANSMISSION; COURRIER DEPART; EXTERIEUR, REGISTRE, AVRIL 2005 - AOUT 2011,2005; 2006; 2007; 2008; 2009; 2010; 2011, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0113/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU COURRIER DEPART DE DECEMBRE 2006 A OCTOBRE 2006,TRANSMISSION; COURRIER DEPART, REGISTRE, DECEMBRE 2005 - OCTORE 2006,2005; 2006, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0114/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU COURRIER DEPART DE JANVIER 2006 A MARS 2007,TRANSMISSION; COURRIER DEPART; EXTERNE, REGISTRE, JANVIER 2006 - MARS 2007,2006; 2007, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0115/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU COURRIER DEPART DE DECEMBRE 2006 A FEVRIER 2008,TRANSMISSION; COURRIER DEPART; TRANSPORT, REGISTRE, DECEMBRE 2006 - FEVRIER 2008,2006; 2007; 2008, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0116/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU COURRIER DEPART DE FEVRIER 2008 A FEVRIER 2012,TRANSMISSION; COURRIER DEPART, REGISTRE, FEVRIER 2008 - FEVRIER 2012,2008; 2009; 2010; 2011; 2012, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0117/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU COURRIER DEPART DE AVRIL 2008 A AOUT 2012,TRANSMISSION; COURRIER DEPART, REGISTRE, AVRIL 2008 - AOUT 2012,2008; 2009; 2010; 2011; 2012, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0118/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU COURRIER DEPART DE OCTOBRE 2010 A SEPTEMBRE 2011,TRANSMISSION; COURRIER DEPARRT, REGISTRE, OCOBRE 2010 A SEPTEMBRE 2011,2010; 2011, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0119/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU COURRIER DEPART DE NOVEMBRE 2010 A DECEMBRE 2010,TRANSMISSION; COURRIER DEPART, REGISTRE, NOVEMBRE 2010 - DECEMBRE 2010,2010, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0120/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU COURRIER DEPART DE FEVRIER 2010 A FEVRIER 2011,TRANSMISSION; COURRIER DEPART, REGISTRE, FEVRIER 2010 - FEVRIER 2011,2010; 2011, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0121/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DU COURRIER DEPART DE JANVIER 2011 A JUIN 2011,TRANSMISSION; COURRIER DEPART, REGISTRE, JANVIER 2011 - JUIN 2011,2011, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0122/RTC, COMMUNICATION INTERNE ET EXTERNE : REGISTRE DE TRANSMISSION DE COURRIER DU 06 JUIN 2005 AU 21 AVRIL 2008 DU SECRETARIAT DCM,TRANSMISSION; COURRIER, REGISTRE, 2005-2008,, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
 ANCIEN FONDS, 07-03-2022, ASSURER LA COMMUNICATION INTERNE ET EXTERNE, 0001/REC, COMMUNICATION INTERNE ET EXTERNE : ENREGISTREMENT DU COURRIER ARRIVER TELEX 1984,ENREGISTREMENT, CAHIER, 1984,1984, VALIDITE, CONSERVATION DEFINITIVE, ACI, PIECE, 01 PIECE,
